Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,Analysis Text,Final Category,Classification Confidence,Classification Reason,Detected Categories,Matched Terms,Physics-based Detected,Statistical Detected,Machine Learning Detected,Deep Learning Detected,Explicit Hybrid Detected,Physics-based Terms,Statistical Terms,Machine Learning Terms,Deep Learning Terms,Hybrid Terms,Physics-based Score,Statistical Score,Machine Learning Score,Deep Learning Score,Explicit Hybrid Score,Measurement Analysis Text,Measurement Source Identified,Measurement Source Count,Measurement Source Categories,Measurement Source Keys,Measurement Matched Terms,Generic Observational Fallback,No Measurement Source Identified,Ground-based measurements Detected,Ground-based measurements Terms,Ground-based remote sensing Detected,Ground-based remote sensing Terms,Upper-air measurements Detected,Upper-air measurements Terms,Satellite observations Detected,Satellite observations Terms,Marine and offshore measurements Detected,Marine and offshore measurements Terms,Airborne and UAV measurements Detected,Airborne and UAV measurements Terms,Laboratory and wind-tunnel measurements Detected,Laboratory and wind-tunnel measurements Terms,Reanalysis data Detected,Reanalysis data Terms,Numerical weather model data Detected,Numerical weather model data Terms,Generic observational data Detected,Generic observational data Terms
J,"Shi, YL; Wang, NY; Ellingwood, BR",,,,"Shi, Yilin; Wang, Naiyu; Ellingwood, Bruce R.",,,Advanced terrain-adaptive tropical cyclone wind field modeling using deep learning for infrastructure resilience planning,STRUCTURAL SAFETY,,,,,,,,,,,,"Tropical cyclones pose significant threats to the resilience of coastal communities, underscoring the need for reliable wind field models to support robust hazard analyses. Parametric wind models (PWMs), despite their computational efficiency, often fall short in capturing intricate wind-terrain interactions, leading to inaccurate resilience evaluations for spatially-distributed civil infrastructure systems situated in complex terrains. This study introduces an innovative approach that integrates the strengths of numerical wind models to handle intricate terrain features into PWMs through a deep learning-based Convolutional Neural Network for Terrain Modification (CNN-TM). The CNN-TM model, trained over 3 million km(2) of numerically simulated high-resolution wind fields, enhances terrain representation in PWMs by generating 450 m-resolution terrain-modified wind fields for both wind speed and direction. The accuracy and efficiency of this integration are validated across multiple scales: grid (similar to 0.2 km(2)), patch (similar to 506 km(2)), and region (similar to 34,000 km(2)). Applications during Typhoon Hagupit (2020) in Zhejiang Province, China, demonstrate its practical effectiveness across a 105,000 km(2) area. By leveraging deep learning to synergize numerical and parametric models, the CNN-TM model addresses limitations of traditional PWMs and provides a robust tool for resilience-oriented decision-making for infrastructure systems in coastal regions characterized by complex terrains.",,,,,"Ellingwood, Bruce/ADP-0480-2022",,,,,,,,,,,,,,0167-4730,1879-3355,,,,MAY,2025,114,,,,,,,,102580,10.1016/j.strusafe.2025.102580,0.0,,FEB 2025,,,,,,,,,,,WOS:001434188100001,0,"advanced terrain-adaptive tropical cyclone wind field modeling using deep learning for infrastructure resilience planning tropical cyclones pose significant threats to the resilience of coastal communities, underscoring the need for reliable wind field models to support robust hazard analyses. parametric wind models (pwms), despite their computational efficiency, often fall short in capturing intricate wind-terrain interactions, leading to inaccurate resilience evaluations for spatially-distributed civil infrastructure systems situated in complex terrains. this study introduces an innovative approach that integrates the strengths of numerical wind models to handle intricate terrain features into pwms through a deep learning-based convolutional neural network for terrain modification (cnn-tm). the cnn-tm model, trained over 3 million km(2) of numerically simulated high-resolution wind fields, enhances terrain representation in pwms by generating 450 m-resolution terrain-modified wind fields for both wind speed and direction. the accuracy and efficiency of this integration are validated across multiple scales: grid (similar to 0.2 km(2)), patch (similar to 506 km(2)), and region (similar to 34,000 km(2)). applications during typhoon hagupit (2020) in zhejiang province, china, demonstrate its practical effectiveness across a 105,000 km(2) area. by leveraging deep learning to synergize numerical and parametric models, the cnn-tm model addresses limitations of traditional pwms and provides a robust tool for resilience-oriented decision-making for infrastructure systems in coastal regions characterized by complex terrains.",Machine Learning,High,Highest weighted score: Machine Learning (7),Machine Learning; Deep Learning,cnn; convolutional neural network; deep learning; neural network,False,False,True,True,False,,,neural network,cnn; convolutional neural network; deep learning,,0,0,7,6,0,"advanced terrain-adaptive tropical cyclone wind field modeling using deep learning for infrastructure resilience planning tropical cyclones pose significant threats to the resilience of coastal communities, underscoring the need for reliable wind field models to support robust hazard analyses. parametric wind models (pwms), despite their computational efficiency, often fall short in capturing intricate wind-terrain interactions, leading to inaccurate resilience evaluations for spatially-distributed civil infrastructure systems situated in complex terrains. this study introduces an innovative approach that integrates the strengths of numerical wind models to handle intricate terrain features into pwms through a deep learning-based convolutional neural network for terrain modification (cnn-tm). the cnn-tm model, trained over 3 million km(2) of numerically simulated high-resolution wind fields, enhances terrain representation in pwms by generating 450 m-resolution terrain-modified wind fields for both wind speed and direction. the accuracy and efficiency of this integration are validated across multiple scales: grid (similar to 0.2 km(2)), patch (similar to 506 km(2)), and region (similar to 34,000 km(2)). applications during typhoon hagupit (2020) in zhejiang province, china, demonstrate its practical effectiveness across a 105,000 km(2) area. by leveraging deep learning to synergize numerical and parametric models, the cnn-tm model addresses limitations of traditional pwms and provides a robust tool for resilience-oriented decision-making for infrastructure systems in coastal regions characterized by complex terrains.",False,0,,,,False,True,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
J,"Herráez, DP; Sevilla, MIA; Canals, LF; Barbero, JMC; Rodríguez, AM",,,,"Prieto Herraez, D.; Asensio Sevilla, M. I.; Ferragut Canals, L.; Cascon Barbero, J. M.; Morillo Rodriguez, A.",,,A GIS-based fire spread simulator integrating a simplified physical wildland fire model and a wind field model,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,,,,,,,,,,,,"This article discusses the integration of two models, namely, the Physical Forest Fire Spread (PhFFS) and the High Definition Wind Model (HDWM), into a Geographical Information System-based interface. The resulting tool automates data acquisition, preprocesses spatial data, launches the aforementioned models and displays the corresponding results in a unique environment. Our implementation uses the Python language and Esri's ArcPy library to extend the functionality of ArcMap 10.4. The PhFFS is a simplified 2D physical wildland fire spread model based on conservation equations, with convection and radiation as heat transfer mechanisms. It also includes some 3D effects. The HDWM arises from an asymptotic approximation of the Navier-Stokes equations, and provides a 3D wind velocity field in an air layer above the terrain surface. Both models can be run in standalone or coupled mode. Finally, the simulation of a real fire in Galicia (Spain) confirms that the tool developed is efficient and fully operational.",,,,,"Prieto Herráez, Diego/K-2780-2014; Asensio, Isabel/JCD-9476-2023; Ferragut, Luis/K-1972-2014; Cascon, J Manuel/K-1631-2014","Prieto Herráez, Diego/0000-0003-4636-2261; Asensio, Isabel/0000-0002-8713-5594; Ferragut, Luis/0000-0001-5730-4281; Cascon, J Manuel/0000-0003-3650-6188; MORILLO ROIGUEZ, ARSENIO/0000-0002-1461-0593",,,,,,,,,,,,,1365-8816,1362-3087,,,,,2017,31,11,,,,,2142.0,2163,,10.1080/13658816.2017.1334889,0.0,,,,,,,,,,,,,WOS:000408205100002,0,"a gis-based fire spread simulator integrating a simplified physical wildland fire model and a wind field model this article discusses the integration of two models, namely, the physical forest fire spread (phffs) and the high definition wind model (hdwm), into a geographical information system-based interface. the resulting tool automates data acquisition, preprocesses spatial data, launches the aforementioned models and displays the corresponding results in a unique environment. our implementation uses the python language and esri's arcpy library to extend the functionality of arcmap 10.4. the phffs is a simplified 2d physical wildland fire spread model based on conservation equations, with convection and radiation as heat transfer mechanisms. it also includes some 3d effects. the hdwm arises from an asymptotic approximation of the navier-stokes equations, and provides a 3d wind velocity field in an air layer above the terrain surface. both models can be run in standalone or coupled mode. finally, the simulation of a real fire in galicia (spain) confirms that the tool developed is efficient and fully operational.",Physics-based,Medium,Highest weighted score: Physics-based (1),Physics-based,navier-stokes equations,True,False,False,False,False,navier-stokes equations,,,,,1,0,0,0,0,"a gis-based fire spread simulator integrating a simplified physical wildland fire model and a wind field model this article discusses the integration of two models, namely, the physical forest fire spread (phffs) and the high definition wind model (hdwm), into a geographical information system-based interface. the resulting tool automates data acquisition, preprocesses spatial data, launches the aforementioned models and displays the corresponding results in a unique environment. our implementation uses the python language and esri's arcpy library to extend the functionality of arcmap 10.4. the phffs is a simplified 2d physical wildland fire spread model based on conservation equations, with convection and radiation as heat transfer mechanisms. it also includes some 3d effects. the hdwm arises from an asymptotic approximation of the navier-stokes equations, and provides a 3d wind velocity field in an air layer above the terrain surface. both models can be run in standalone or coupled mode. finally, the simulation of a real fire in galicia (spain) confirms that the tool developed is efficient and fully operational.",False,0,,,,False,True,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
J,"Torres, MJ; Hashemi, MR; Hayward, S; Spaulding, M; Ginis, I; Grilli, ST",,,,"Torres, Marissa J.; Hashemi, M. Reza; Hayward, Scott; Spaulding, Malcolm; Ginis, Isaac; Grilli, Stephan T.",,,Role of Hurricane Wind Models in Accurate Simulation of Storm Surge and Waves,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,,,,,,,,,,,,"Storm-surge and wave models are routinely used to assess the impact of hurricanes/cyclones for emergency preparedness. Although these models are forced by wind fields, generated by meteorological models in hindcast or forecast mode, selecting a wind model that can accurately resolve the wind field, especially near the hurricane/cyclone core, is a challenging task. This study used several wind hindcast models to force a coupled wave and storm-surge model for selected hurricanes, including Bob (1991), Irene (2011), and Sandy (2012). The resulting simulated storm-surge and wave parameters were compared with observations at a number of observational stations. The wind models include the European Center for Medium-Range Weather Forecasts (ECMWF), the Northeast Coastal Ocean Forecasting System (NECOFS) based on the Weather Research and Forecasting (WRF) model, and parametric wind based on National Hurricane Center (NHC) data sets. The results show that a wind model that has an error in prediction of peak wind speed of more than 20% (when compared with observations) can lead to significant errors in hydrodynamic simulations; using a poor wind model can result in errors as high as 50% for storm-surge and wave predictions. Further, although no single best wind model for all hindcast applications can be recommended (for every region), a wind model that can simulate the environmental wind field and the internal structure of a hurricane (e.g., NECOFS in this study) can better address this uncertainty compared with conventional parametric wind models. The location of a hurricane track relative to the region of interest is a key factor in selecting the proper wind model.",,,,,,"Hashemi, M Reza/0000-0002-3312-4005",,,,,,,,,,,,,0733-950X,1943-5460,,,,JAN,2019,145,1,,,,,,,4018039,10.1061/(ASCE)WW.1943-5460.0000496,0.0,,,,,,,,,,,,,WOS:000450406000015,0,"role of hurricane wind models in accurate simulation of storm surge and waves storm-surge and wave models are routinely used to assess the impact of hurricanes/cyclones for emergency preparedness. although these models are forced by wind fields, generated by meteorological models in hindcast or forecast mode, selecting a wind model that can accurately resolve the wind field, especially near the hurricane/cyclone core, is a challenging task. this study used several wind hindcast models to force a coupled wave and storm-surge model for selected hurricanes, including bob (1991), irene (2011), and sandy (2012). the resulting simulated storm-surge and wave parameters were compared with observations at a number of observational stations. the wind models include the european center for medium-range weather forecasts (ecmwf), the northeast coastal ocean forecasting system (necofs) based on the weather research and forecasting (wrf) model, and parametric wind based on national hurricane center (nhc) data sets. the results show that a wind model that has an error in prediction of peak wind speed of more than 20% (when compared with observations) can lead to significant errors in hydrodynamic simulations; using a poor wind model can result in errors as high as 50% for storm-surge and wave predictions. further, although no single best wind model for all hindcast applications can be recommended (for every region), a wind model that can simulate the environmental wind field and the internal structure of a hurricane (e.g., necofs in this study) can better address this uncertainty compared with conventional parametric wind models. the location of a hurricane track relative to the region of interest is a key factor in selecting the proper wind model.",Physics-based,Medium,Highest weighted score: Physics-based (2),Physics-based,weather research and forecasting; wrf,True,False,False,False,False,weather research and forecasting; wrf,,,,,2,0,0,0,0,"role of hurricane wind models in accurate simulation of storm surge and waves storm-surge and wave models are routinely used to assess the impact of hurricanes/cyclones for emergency preparedness. although these models are forced by wind fields, generated by meteorological models in hindcast or forecast mode, selecting a wind model that can accurately resolve the wind field, especially near the hurricane/cyclone core, is a challenging task. this study used several wind hindcast models to force a coupled wave and storm-surge model for selected hurricanes, including bob (1991), irene (2011), and sandy (2012). the resulting simulated storm-surge and wave parameters were compared with observations at a number of observational stations. the wind models include the european center for medium-range weather forecasts (ecmwf), the northeast coastal ocean forecasting system (necofs) based on the weather research and forecasting (wrf) model, and parametric wind based on national hurricane center (nhc) data sets. the results show that a wind model that has an error in prediction of peak wind speed of more than 20% (when compared with observations) can lead to significant errors in hydrodynamic simulations; using a poor wind model can result in errors as high as 50% for storm-surge and wave predictions. further, although no single best wind model for all hindcast applications can be recommended (for every region), a wind model that can simulate the environmental wind field and the internal structure of a hurricane (e.g., necofs in this study) can better address this uncertainty compared with conventional parametric wind models. the location of a hurricane track relative to the region of interest is a key factor in selecting the proper wind model.",True,1,Ground-based measurements,ground_based_measurements,observational stations,False,False,True,observational stations,False,,False,,False,,False,,False,,False,,False,,False,,False,
J,"Xue, L; Li, Y; Song, LL; Chen, WC; Wang, BL",,,,"Xue, Lin; Li, Ying; Song, Lili; Chen, Wenchao; Wang, Binglan",,,A WRF-based engineering wind field model for tropical cyclones and its applications,NATURAL HAZARDS,,,,,,,,,,,,"Strong winds induced by tropical cyclones (TCs) must be taken into consideration when performing engineering wind-resistant design and TC disaster mitigation in the coastal areas of China that are subject to the frequent passages of TCs. At present, TC engineering wind fields are usually estimated by simplified parametric models, resulting in large departures from observations. In this study, an engineering wind model based on the Weather Research and Forecasting (WRF) model for TCs (EMTC) is developed for engineering wind-resistant design. Results show that the EMTC model could output fine-scale wind fields, which are similar to the observations. By introducing TC intensity modification and developing the topographical transformation technique in the WRF, the TC could be sculptured to the requested intensity and track according to the needs of engineering wind-resistant design. Verifications using two examples demonstrate that the model could match the target terrain with any TC track and intensity, providing accurate TC wind simulations for wind-resistant designs. Based on model outputs at 1-km horizontal resolution and 10-min intervals, engineering wind parameters such as the wind attack angle, the maximum wind speed, horizontal wind speed shear, temporal variation of wind speed and direction, and storm relative helicity are calculated to qualify the effects of TC-induced strong wind on engineering structures. These wind engineering parameters can efficiently indicate stronger risk regions of a TC, such as the inner core and spiral rain bands, demonstrating that the EMTC is able to simulate the TC structure reasonably well, and provide quantitative references for wind-resistant design.",,,,,,,,,,,,,,,,,,,0921-030X,1573-0840,,,,JUL,2017,87,3,,,,,1735.0,1750,,10.1007/s11069-017-2845-z,0.0,,,,,,,,,,,,,WOS:000403040000026,0,"a wrf-based engineering wind field model for tropical cyclones and its applications strong winds induced by tropical cyclones (tcs) must be taken into consideration when performing engineering wind-resistant design and tc disaster mitigation in the coastal areas of china that are subject to the frequent passages of tcs. at present, tc engineering wind fields are usually estimated by simplified parametric models, resulting in large departures from observations. in this study, an engineering wind model based on the weather research and forecasting (wrf) model for tcs (emtc) is developed for engineering wind-resistant design. results show that the emtc model could output fine-scale wind fields, which are similar to the observations. by introducing tc intensity modification and developing the topographical transformation technique in the wrf, the tc could be sculptured to the requested intensity and track according to the needs of engineering wind-resistant design. verifications using two examples demonstrate that the model could match the target terrain with any tc track and intensity, providing accurate tc wind simulations for wind-resistant designs. based on model outputs at 1-km horizontal resolution and 10-min intervals, engineering wind parameters such as the wind attack angle, the maximum wind speed, horizontal wind speed shear, temporal variation of wind speed and direction, and storm relative helicity are calculated to qualify the effects of tc-induced strong wind on engineering structures. these wind engineering parameters can efficiently indicate stronger risk regions of a tc, such as the inner core and spiral rain bands, demonstrating that the emtc is able to simulate the tc structure reasonably well, and provide quantitative references for wind-resistant design.",Physics-based,Medium,Highest weighted score: Physics-based (5),Physics-based,weather research and forecasting; wrf,True,False,False,False,False,weather research and forecasting; wrf,,,,,5,0,0,0,0,"a wrf-based engineering wind field model for tropical cyclones and its applications strong winds induced by tropical cyclones (tcs) must be taken into consideration when performing engineering wind-resistant design and tc disaster mitigation in the coastal areas of china that are subject to the frequent passages of tcs. at present, tc engineering wind fields are usually estimated by simplified parametric models, resulting in large departures from observations. in this study, an engineering wind model based on the weather research and forecasting (wrf) model for tcs (emtc) is developed for engineering wind-resistant design. results show that the emtc model could output fine-scale wind fields, which are similar to the observations. by introducing tc intensity modification and developing the topographical transformation technique in the wrf, the tc could be sculptured to the requested intensity and track according to the needs of engineering wind-resistant design. verifications using two examples demonstrate that the model could match the target terrain with any tc track and intensity, providing accurate tc wind simulations for wind-resistant designs. based on model outputs at 1-km horizontal resolution and 10-min intervals, engineering wind parameters such as the wind attack angle, the maximum wind speed, horizontal wind speed shear, temporal variation of wind speed and direction, and storm relative helicity are calculated to qualify the effects of tc-induced strong wind on engineering structures. these wind engineering parameters can efficiently indicate stronger risk regions of a tc, such as the inner core and spiral rain bands, demonstrating that the emtc is able to simulate the tc structure reasonably well, and provide quantitative references for wind-resistant design.",False,0,,,,False,True,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
J,"Li, HD; Claremar, B; Wu, LC; Hallgren, C; Körnich, H; Ivanell, S; Sahlée, E",,,,"Li, Huidong; Claremar, Bjorn; Wu, Lichuan; Hallgren, Christoffer; Kornich, Heiner; Ivanell, Stefan; Sahlee, Erik",,,A sensitivity study of the WRF model in offshore wind modeling over the Baltic Sea,GEOSCIENCE FRONTIERS,,,,,,,,,,,,"Accurate wind modeling is important for wind resources assessment and wind power forecasting. Toimprove the WRF model configuration for the offshore wind modeling over the Baltic Sea, this study per-formed a sensitivity study of the WRF model to multiple model configurations, including domain setup,grid resolution, sea surface temperature, land surface data, and atmosphere-wave coupling. The simu-lated offshore wind was evaluated against LiDAR observations under different wind directions, atmo-spheric stabilities, and sea status. Generally, the simulated wind profiles matched observations, despitesystematic underestimations. Strengthening the forcing from the reanalysis data through reducing thenumber of nested domains played the largest role in improving wind modeling. Atmosphere-wave cou-pling further improved the simulated wind, especially under the growing and mature sea conditions.Increasing the vertical resolution, and updating the sea surface temperature and the land surface infor-mation only had a slight impact, mainly visible during very stable conditions. Increasing the horizontalresolution also only had a slight impact, most visible during unstable conditions. Our study can help toimprove the wind resources assessment and wind power forecasting over the Baltic Sea. (c) 2021 China University of Geosciences (Beijing) and Peking University. Production and hosting by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",,,,,"Li, Huidong/AAT-9574-2020; Hallgren, Christoffer/GYQ-9872-2022","Sahlée, Erik/0000-0002-6183-9876; Ivanell, Stefan/0000-0003-4896-6771; Wu, Lichuan/0000-0003-0611-3543; Körnich, Heiner/0000-0003-0524-6440",,,,,,,,,,,,,1674-9871,,,,,NOV,2021,12,6,,,,,,,101229,10.1016/j.gsf.2021.101229,0.0,,,,,,,,,,,,,WOS:000714694300006,0,"a sensitivity study of the wrf model in offshore wind modeling over the baltic sea accurate wind modeling is important for wind resources assessment and wind power forecasting. toimprove the wrf model configuration for the offshore wind modeling over the baltic sea, this study per-formed a sensitivity study of the wrf model to multiple model configurations, including domain setup,grid resolution, sea surface temperature, land surface data, and atmosphere-wave coupling. the simu-lated offshore wind was evaluated against lidar observations under different wind directions, atmo-spheric stabilities, and sea status. generally, the simulated wind profiles matched observations, despitesystematic underestimations. strengthening the forcing from the reanalysis data through reducing thenumber of nested domains played the largest role in improving wind modeling. atmosphere-wave cou-pling further improved the simulated wind, especially under the growing and mature sea conditions.increasing the vertical resolution, and updating the sea surface temperature and the land surface infor-mation only had a slight impact, mainly visible during very stable conditions. increasing the horizontalresolution also only had a slight impact, most visible during unstable conditions. our study can help toimprove the wind resources assessment and wind power forecasting over the baltic sea. (c) 2021 china university of geosciences (beijing) and peking university. production and hosting by elsevier b.v. this is an open access article under the cc by-nc-nd license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",Physics-based,Medium,Highest weighted score: Physics-based (4),Physics-based,wrf,True,False,False,False,False,wrf,,,,,4,0,0,0,0,"a sensitivity study of the wrf model in offshore wind modeling over the baltic sea accurate wind modeling is important for wind resources assessment and wind power forecasting. toimprove the wrf model configuration for the offshore wind modeling over the baltic sea, this study per-formed a sensitivity study of the wrf model to multiple model configurations, including domain setup,grid resolution, sea surface temperature, land surface data, and atmosphere-wave coupling. the simu-lated offshore wind was evaluated against lidar observations under different wind directions, atmo-spheric stabilities, and sea status. generally, the simulated wind profiles matched observations, despitesystematic underestimations. strengthening the forcing from the reanalysis data through reducing thenumber of nested domains played the largest role in improving wind modeling. atmosphere-wave cou-pling further improved the simulated wind, especially under the growing and mature sea conditions.increasing the vertical resolution, and updating the sea surface temperature and the land surface infor-mation only had a slight impact, mainly visible during very stable conditions. increasing the horizontalresolution also only had a slight impact, most visible during unstable conditions. our study can help toimprove the wind resources assessment and wind power forecasting over the baltic sea. (c) 2021 china university of geosciences (beijing) and peking university. production and hosting by elsevier b.v. this is an open access article under the cc by-nc-nd license (http://creativecommons.org/licenses/by-nc-nd/4.0/)",True,2,Ground-based remote sensing; Reanalysis data,ground_based_remote_sensing; reanalysis_data,lidar; lidar observations; reanalysis; reanalysis data,False,False,False,,True,lidar; lidar observations,False,,False,,False,,False,,False,,True,reanalysis; reanalysis data,False,,False,
J,"Tsai, YL; Wu, TR; Lin, CY; Lin, SC; Yen, E; Lin, CW",,,,"Tsai, Yu-Lin; Wu, Tso-Ren; Lin, Chuan-Yao; Lin, Simon C.; Yen, Eric; Lin, Chun-Wei",,,Discrepancies on Storm Surge Predictions by Parametric Wind Model and Numerical Weather Prediction Model in a Semi-Enclosed Bay: Case Study of Typhoon Haiyan,WATER,,,,,,,,,,,,"This study explores the discrepancies of storm surge predictions driven by the parametric wind model and the numerical weather prediction model. Serving as a leading-order storm wind predictive tool, the parametric Holland wind model provides the frictional-free, steady-state, and geostrophic-balancing solutions. On the other hand, WRF-ARW (Weather Research and Forecasting-Advanced Research WRF) provides the results solving the 3D time-integrated, compressible, and non-hydrostatic Euler equations, but time-consuming. To shed light on their discrepancies for storm surge predictions, the storm surges of 2013 Typhoon Haiyan in the Leyte Gulf and the San Pedro Bay are selected. The Holland wind model predicts strong southeastern winds in the San Pedro Bay after Haiyan makes landfall at the Leyte Island than WRF-ARW 3 km and WRF-ARW 1 km. The storm surge simulation driven by the Holland wind model finds that the water piles up in the San Pedro Bay and its maximum computed storm surges are almost twice than those driven by WRF-ARW. This study also finds that the storm surge prediction in the San Pedro Bay is sensitive to winds, which can be affected by the landfall location, the storm intensity, and the storm forward speed. The numerical experiment points out that the maximum storm surges can be amplified by more 5-6% inside the San Pedro Bay if Haiyan's forward speed is increased by 10%.",,,,,"Lin, Chuan Yao/K-6503-2014; Wu, Tso-Ren/S-7472-2017; /AAP-8351-2021","Lin, Chuan Yao/0000-0002-0005-7088; Wu, Tso-Ren/0000-0001-5722-5364; Tsai, Yu-Lin/0000-0001-9968-0242;",,,,,,,,,,,,,,2073-4441,,,,DEC,2020,12,12,,,,,,,3326,10.3390/w12123326,0.0,,,,,,,,,,,,,WOS:000602957200001,0,"discrepancies on storm surge predictions by parametric wind model and numerical weather prediction model in a semi-enclosed bay: case study of typhoon haiyan this study explores the discrepancies of storm surge predictions driven by the parametric wind model and the numerical weather prediction model. serving as a leading-order storm wind predictive tool, the parametric holland wind model provides the frictional-free, steady-state, and geostrophic-balancing solutions. on the other hand, wrf-arw (weather research and forecasting-advanced research wrf) provides the results solving the 3d time-integrated, compressible, and non-hydrostatic euler equations, but time-consuming. to shed light on their discrepancies for storm surge predictions, the storm surges of 2013 typhoon haiyan in the leyte gulf and the san pedro bay are selected. the holland wind model predicts strong southeastern winds in the san pedro bay after haiyan makes landfall at the leyte island than wrf-arw 3 km and wrf-arw 1 km. the storm surge simulation driven by the holland wind model finds that the water piles up in the san pedro bay and its maximum computed storm surges are almost twice than those driven by wrf-arw. this study also finds that the storm surge prediction in the san pedro bay is sensitive to winds, which can be affected by the landfall location, the storm intensity, and the storm forward speed. the numerical experiment points out that the maximum storm surges can be amplified by more 5-6% inside the san pedro bay if haiyan's forward speed is increased by 10%.",Physics-based,High,Highest weighted score: Physics-based (10),Physics-based,numerical weather prediction; parametric wind model; weather research and forecasting; wrf,True,False,False,False,False,numerical weather prediction; parametric wind model; weather research and forecasting; wrf,,,,,10,0,0,0,0,"discrepancies on storm surge predictions by parametric wind model and numerical weather prediction model in a semi-enclosed bay: case study of typhoon haiyan this study explores the discrepancies of storm surge predictions driven by the parametric wind model and the numerical weather prediction model. serving as a leading-order storm wind predictive tool, the parametric holland wind model provides the frictional-free, steady-state, and geostrophic-balancing solutions. on the other hand, wrf-arw (weather research and forecasting-advanced research wrf) provides the results solving the 3d time-integrated, compressible, and non-hydrostatic euler equations, but time-consuming. to shed light on their discrepancies for storm surge predictions, the storm surges of 2013 typhoon haiyan in the leyte gulf and the san pedro bay are selected. the holland wind model predicts strong southeastern winds in the san pedro bay after haiyan makes landfall at the leyte island than wrf-arw 3 km and wrf-arw 1 km. the storm surge simulation driven by the holland wind model finds that the water piles up in the san pedro bay and its maximum computed storm surges are almost twice than those driven by wrf-arw. this study also finds that the storm surge prediction in the san pedro bay is sensitive to winds, which can be affected by the landfall location, the storm intensity, and the storm forward speed. the numerical experiment points out that the maximum storm surges can be amplified by more 5-6% inside the san pedro bay if haiyan's forward speed is increased by 10%.",False,0,,,,False,True,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,
